"Guid","AccountId","Amount","CloseDate","ContactId","Description","ForecastCategoryName","IsExcludedFromTerritory2Filter","LeadSource","Name","NextStep","Pricebook2Id","Probability","SBQQ__Contracted__c","SBQQ__CreateContractedPrices__c","SBQQ__OrderGroupID__c","SBQQ__Ordered__c","SBQQ__PrimaryQuote__c","SBQQ__QuotePricebookId__c","SBQQ__Renewal__c","StageName","Type","sbaa__ApprovalStatus__c","sbaa__ApprovalStep__c","sbaa__StepApproved__c","sbaa__SubmittedDate__c"
3b40ca64-421c-4c63-845f-ada548db65bb,319514d7-cfd9-4922-9004-137af7bd3c87,105120.0,2023-03-17,"#N/A","#N/A",Pipeline,false,"#N/A",Roomm - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3b4926bd-e2ed-459e-8424-ed4200c0a443,f0e3beea-d2ab-4812-8ffd-d6c733ad9771,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Eazzy - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
3bdd2fc0-7663-449c-861b-0d51e31caeb4,6b0f0ed2-c69a-4cfe-89fb-d51f026fe255,72395.0,2023-04-06,"#N/A","#N/A",Pipeline,false,"#N/A",Oloo - SOW 2,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
3c0ef6e8-f0d5-4dc8-a85b-902df4f147b6,0d1cd367-c3c6-43d6-bdb4-e1d16f186066,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Edgetag - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3c23d32b-cd4d-4565-80bc-2a40fc10711e,0483e6b8-3ce7-41ad-847f-8d30cde5c3e6,72395.0,2021-05-08,"#N/A","#N/A",Closed,false,"#N/A",Aivee - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3d0240ef-d5f0-4c9b-9e18-c105a1063786,8ede97d4-c099-4a7f-a662-8e3afa7d0f00,29995.0,2022-11-22,"#N/A","#N/A",Closed,false,"#N/A",Yamia - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3d0ea9c8-44f9-4f89-853e-26d6af52e267,fe154241-d476-4e12-9039-4a44e66ff0d0,75000.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Babblestorm - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3d32a641-c50b-4827-a661-b1013fcb9fe0,d84cbaef-dd3c-442b-a92a-27c521ff3a42,72395.0,2021-10-07,"#N/A","#N/A",Closed,false,"#N/A",Yakidoo - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
3dc058b1-344f-4465-94d5-21ecb0498ee8,97837d0e-359f-4ef0-923d-07ee95d363cf,34350.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Kamba - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
3e1a6bac-f989-4e1c-8247-c0dd0aaa12c6,a33a3c73-1584-4e93-bfc2-9326b7ab4d64,75000.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Eidelr-Ashpool - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3e818786-b93a-4101-a85f-625e8be5423f,0a86ce42-b509-4973-a304-a144d2b9afa3,100082.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Meevee - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3f3e266c-8fc3-487c-99e1-cb7666cce195,72772ed0-a86c-4163-b058-1402cc1b6f0f,75000.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Tavu - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
3f470dc3-5936-43b9-8e9b-8604b84ac415,fe154241-d476-4e12-9039-4a44e66ff0d0,11250.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Babblestorm - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4017eed5-53f2-4283-8405-d578d3c744b0,8e56782e-bd14-4f52-957d-a58a65cf1395,11550.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Trudoo - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
403461f0-5d49-4add-9a88-5b7f2d1fa615,9fad7841-3388-4558-b964-859d2d317c4e,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Mycat - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4071bd47-4a19-4f84-9549-b06db8cb3dac,afcc1a85-c699-40ca-b216-69267abc98dd,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Mydo - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4074b043-6978-4bcf-95f8-41b8fb2ca203,0194f785-9aa9-4fb4-854b-6513228c47fa,11250.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Skaboo - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
40cbec5a-b5a4-4bfb-996b-1f9e2303b700,c8b95580-c2e7-4a16-9529-745c84544184,11550.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Realbridge - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
410889b4-e806-4ec9-ac65-2740712ef488,7e14f274-7fb7-438c-ae43-f4ad9fc598fe,18350.0,2023-03-06,"#N/A","#N/A",Pipeline,false,"#N/A",Feedbug - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
418ac5e9-14bf-467f-a8b1-b36b7b40a0b3,a3d60b7a-f869-4b37-b326-3b33d151fe40,15200.0,2023-04-06,"#N/A","#N/A",Pipeline,false,"#N/A",Quimm - SOW 3,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
42030c00-c7ac-4888-b35c-88ce9a8de230,753338b7-91c6-4b08-b61a-92d9cb6aab6a,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Tagtune - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4230f584-c08d-4ffc-9fe3-31316df9f3fa,e3b88905-befe-4d56-b46f-92098cb51657,18350.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Topicshots - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
42c1f62e-9079-4489-983e-a60d9454a4cf,b80cb6b9-9741-4892-bdbb-e4156dfe5d8d,72395.0,2021-10-07,"#N/A","#N/A",Closed,false,"#N/A",Edgepulse - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
42e4328d-0f57-4da1-9bc7-f7a26867d1fa,b15aa874-4e8d-43de-a23d-284ff93fbe6b,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Agimba - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
432ca642-8321-4bc6-907c-fd8514816631,bb5abfa1-c90f-41f9-8869-47e78f18a1ec,34995.0,2022-12-24,"#N/A","#N/A",Pipeline,false,"#N/A",Myworks - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,"#N/A","#N/A","#N/A",false,"#N/A"
43a0e183-4bd4-4ea9-8a8e-4e2c32908e0b,2cb92e32-c13a-460b-a9d0-7dd40f34b1e4,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Pixonyx - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
443f6c00-cc66-4142-b3e9-df5c3ce36269,5f43a6bd-899c-4f2a-bbd0-e123f52071e0,18050.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Browsetype - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4447352c-38fd-40a1-9d31-9f97caa67c7e,72e8b38c-97dd-4f9d-a30c-2e0e644698a8,100000.0,2020-08-26,"#N/A",They are interested in our widgets!  The deal is at 90% because they are at the sales process stage of negotiating the finer points of a proposal that we submitted.  We are negotiating with their key decision makers and are confident that this deal will close soon.,Pipeline,false,Advertisement,"salesforce.com - 1,000 Widgets",Close the deal!,"#N/A",90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,New Business,"#N/A","#N/A",false,"#N/A"
444f8efc-8b72-4124-9dc0-dc57e6eee640,b15aa874-4e8d-43de-a23d-284ff93fbe6b,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Agimba - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
44b15bcf-fe1a-488d-bdea-d8dced15bc06,8b9afaba-dae4-4a1f-94c0-ca12b0b7ed14,29995.0,2022-11-22,"#N/A","#N/A",Closed,false,"#N/A",Gabtype - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
45a2658f-d5ef-4d9b-8eb1-155d3cd71a23,8ede97d4-c099-4a7f-a662-8e3afa7d0f00,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Yamia - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
46a02d2e-3e19-4a2d-9b09-f7498aacfa08,f64305dc-08a6-48d9-8023-a31dc319e102,100082.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Centimia - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
46d84298-8e65-451a-ab01-fb47e10d2193,72e8b38c-97dd-4f9d-a30c-2e0e644698a8,"#N/A",2031-02-07,"#N/A","#N/A",Pipeline,false,"#N/A",Fizzly Products,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
46eb7f9a-9831-488a-8674-e657c20bf2a8,9f013e3f-f415-423f-ac32-10f23e8cba43,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Fiveclub - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4742c16c-e5d7-4f9a-b5e9-482d91c29aaa,3424b031-e3f4-4192-a06b-5be16cce1cd3,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Browseblabc-Morales Corp. - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
47c47068-4b0c-4d19-be5f-ea46c40fc913,e3b88905-befe-4d56-b46f-92098cb51657,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Topicshots - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
47f8765a-a6cf-41fd-b2bd-139b41c3a65b,d0fea710-3684-43dd-a776-b6fcb3b1f32e,72395.0,2023-04-12,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
48048802-79b9-40ef-8c2d-5b08accbe2b7,f0e3beea-d2ab-4812-8ffd-d6c733ad9771,34350.0,2023-04-10,"#N/A","#N/A",Pipeline,false,"#N/A",Eazzy - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4838bccd-7a93-4034-b760-b6ade75c2937,122e5928-2d95-45f7-9e99-78e98caeebbf,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Thoughtworks - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
488c5436-492d-45e7-bb81-db8291858ce2,20e1de47-e25c-49a3-b21a-f37b150b1c8b,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Omba - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
48c4e180-036e-4f48-84a7-c400eca33e8d,0a86ce42-b509-4973-a304-a144d2b9afa3,18350.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Meevee - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
495ff2b4-ff46-4670-a19c-eb090834df8b,6b0f0ed2-c69a-4cfe-89fb-d51f026fe255,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Oloo - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
498975fc-93ac-48bb-9013-a34de9d4bfad,f556230b-8cbe-4a1b-8f40-2c9bc9ec2b0f,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Edgeclub - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
499e4de1-a471-4a21-8939-c77336256279,0203a234-26bb-430b-bd27-5f8b58176667,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Jazzy - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
49aae486-7b62-4b2b-ac42-5dba84e3df45,96e5719e-e266-4424-8aff-d293db12ae84,29995.0,2022-05-06,c8590107-3fe9-4e92-9ecb-b7d2ae65d01a,"#N/A",Closed,false,"#N/A",Topicblabh-Sto Associates - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4a287604-0ee4-404b-b321-7973df3a718c,782e9b20-7f45-497e-9aea-c6ca938ab95e,72395.0,2023-04-12,"#N/A","#N/A",Pipeline,false,"#N/A",Zoomlounge - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
4a956f75-09d4-4202-97f9-ccca792661e4,fd1987d9-3f09-4416-b179-e56120cd68ba,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Skimia - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4af1528f-3eaf-4e9b-b097-547fd7a83cb3,1d4cff12-31ba-4d45-b698-ca04cfb7d5ea,72395.0,2022-11-21,"#N/A","#N/A",Pipeline,false,"#N/A",Fanoodle - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,50.0,false,false,"#N/A",false,"#N/A","#N/A",false,Value Proposition,"#N/A","#N/A","#N/A",false,"#N/A"
4bb1a796-7bec-407d-b887-e53ec1249bc3,1a33715f-0314-4ee5-b1c5-dc9392fb56b4,100082.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Yodel - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,70.0,false,false,"#N/A",false,"#N/A","#N/A",false,Perception Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
4c156b9b-5b5b-4a0c-af52-77f293551d39,83105049-add8-4d07-a82c-e309f993909b,11250.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Kanoodle - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4c3e0687-b04e-4dad-83ff-3401a9788268,6b0f0ed2-c69a-4cfe-89fb-d51f026fe255,72395.0,2023-04-06,"#N/A","#N/A",Pipeline,false,"#N/A",Oloo - SOW 1,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
4ca76398-31a5-456e-bc6a-5c5c2b9f2142,d0fea710-3684-43dd-a776-b6fcb3b1f32e,100082.0,2023-06-10,"#N/A","#N/A",Pipeline,false,"#N/A",Tazz - Upsell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Qualification,"#N/A","#N/A","#N/A",false,"#N/A"
4cd9ecb9-c46b-4515-8c75-150e48128629,71ac0b8b-8667-49e1-8676-34c251a5d0ad,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Vipe - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4d69284a-87ad-4c7c-9460-30eed81f86f3,48987e17-1d8d-49ba-b872-7140ea05a720,18050.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Zazio - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4da687a8-d815-4cfb-9684-5a12c16c7564,4db2b20d-2db8-45dc-9193-351d89bc31fd,81083.0,2023-03-31,"#N/A","#N/A",Pipeline,false,"#N/A",Camimbo - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,10.0,false,false,"#N/A",false,"#N/A","#N/A",false,Prospecting,"#N/A","#N/A","#N/A",false,"#N/A"
4de8c5d6-73d0-429b-b23a-ffe81fd004a5,3424b031-e3f4-4192-a06b-5be16cce1cd3,18050.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Browseblabc-Morales Corp. - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
4e258d03-f296-4dab-b90f-da928eb7b314,e52670aa-c680-48c8-90ed-a52609582833,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Bluejam - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4e5a1c4c-c8f4-4f56-9384-9a79220edf0f,a3d60b7a-f869-4b37-b326-3b33d151fe40,29995.0,2022-11-22,5e1bafe1-5e56-4f49-bae1-a59c92fd4e75,"#N/A",Closed,false,"#N/A",Quimm - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
4e6fd4d1-125f-4ba7-9a1b-0ba6168fa2ca,96e5719e-e266-4424-8aff-d293db12ae84,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Topicblabh-Sto Associates - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
4e9632bf-298a-4cec-b5d8-b79ab79be0bf,569681a5-15c6-4bfb-a894-aef4afd1454b,34995.0,2023-03-25,"#N/A","#N/A",Pipeline,false,"#N/A",Rhynyx - Additional Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,90.0,false,false,"#N/A",false,"#N/A","#N/A",false,Negotiation/Review,"#N/A","#N/A","#N/A",false,"#N/A"
4f4c8843-a536-4d5f-883c-6bf8db907595,cd689f6a-1113-4095-a8c2-80eeef11d1be,11250.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Realcube - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
5019c33b-3f1c-4775-bd2d-1ea9f246b6a5,8b96866e-7b41-4531-9739-a7949a643628,72395.0,2022-09-21,"#N/A","#N/A",Omitted,false,"#N/A",Voonix - Initial Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,0.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Lost,"#N/A","#N/A","#N/A",false,"#N/A"
50593564-8306-4334-be97-e25f0f31b30b,35d0b137-0864-4ef6-8f12-2c21ad9b7461,11250.0,2023-04-20,"#N/A","#N/A",Pipeline,false,"#N/A",Zoovu - Cross-sell,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,75.0,false,false,"#N/A",false,"#N/A","#N/A",false,Proposal/Price Quote,"#N/A","#N/A","#N/A",false,"#N/A"
50bda3df-4f7e-4c71-9281-7aa81f6db4e6,7b557bf6-0df4-49a0-8f62-68f481cea5a5,40000.0,2020-09-24,"#N/A",The deal is at 60% because they are still at the sales process stage of getting buy-in from the key decision makers.,Pipeline,false,Partner,Global Media - 400 Widgets,"#N/A","#N/A",60.0,false,false,"#N/A",false,"#N/A","#N/A",false,Id. Decision Makers,New Business,"#N/A","#N/A",false,"#N/A"
50c2a226-04e0-4f32-acae-3942bb45932e,11fcdef4-422d-4f4e-aa8b-81893f648a93,32395.00000002,2023-04-04,"#N/A","#N/A",Closed,false,"#N/A",Blognation - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
50ebc358-149c-4200-979c-a1c07d717711,9ff4e204-b1bf-4b82-8614-f7e8e45c344f,32395.00000002,2023-02-04,"#N/A","#N/A",Closed,false,"#N/A",Meeveo - Secondary Sale,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,100.0,false,false,"#N/A",false,"#N/A","#N/A",false,Closed Won,"#N/A","#N/A","#N/A",false,"#N/A"
512a04db-983f-4fea-92aa-32c599cf2798,e6c09d6d-c870-4f02-b3a0-9e6978efa073,58900.0,2023-05-09,"#N/A","#N/A",Pipeline,false,"#N/A",Skyvu - SOW 1,"#N/A",a1ca0f6b-4bb2-4b44-991d-6e7d0411b145,20.0,false,false,"#N/A",false,"#N/A","#N/A",false,Needs Analysis,"#N/A","#N/A","#N/A",false,"#N/A"
